,text,misinformation,index
615,A verdade que os Petistas precisavam ouvir no próprio evento deles.,0,615
7431,"o fantástico ganhou o prêmio paulo freire de jornalismo na categoria telejornalismo. o prêmio é promovido pelo conselho nacional de secretários de educação em conjunto com a unesco. a matéria mostrou o trabalho de professores que superam barreiras para levar conhecimento a alunos em regiões muito afastadas. relembre a reportagem no vídeo acima. ,  a reportagem foi feita por jornalistas de cinco estados. em são paulo, a equipe contou com bruno latta, marco arantes e anderson silva. de brasília, a produtora vera souto. no pará, debora rodrigues, amarildo gonçalves e adriana marinho. em pernambuco, artur oliveira. samia roberta, quésia melo, luís alberto e isaias gomes participaram da produção no acre. ,  ouça o podcast do fantástico ,  prazer, renata ,  bichos na escuta",0,7431
2091,"Vou comprar uma faca dessas!
Não resisti à essa campanha de marketing tão eficiente!",0,2091
12185,"A menina das palavras difíceis topou mais um desafio, dessa vez com o Gshow, para mostrar o talento e carisma na pronúncia! Luiza Fernandes ,
12.10.2021 Fofura do dia! Alice, a menina das palavras difíceis, não ficou de fora e usou a pronúncia especial para falar sobre o Dia das Crianças. Em um vídeo, ela aparece conversando com os pais sobre brincadeiras que as crianças gostam de fazer – e ainda aproveita o espaço para contar uma baita história! Inicialmente, Morgana – a mãe de Alice – questiona se a filha gosta de ser criança. E então, após a resposta positiva da filha, ela então pergunta “Do que as crianças brincam”, e Alice responde, sem pensar duas vezes: “De andar de balanço!”. O pai de Alice também participa da brincadeira – e, por isso, pergunta para a filha que brinquedos ela gosta de brincar. Após a resposta, Morgana diz, “Era uma vez”, e Alice embarca em uma verdadeira contação de histórias! “Alice. Ela gostava muito de brincar com a Minnie, e o Mickey”. O pai de Alice, mais uma vez, questiona, “Brincavam de que?”. E, então, a menina explica, “De blocos. Uma casinha”. Ela ainda aproveita o espaço para contar quem morava na casinha que monta com os blocos. “Alice, a mamãe, o papai e a Minnie e o Mickey”, diz, animada. “A gente tá na nossa casa nova. A minnie e a Alice tão sentadas. Ser criança é muito legal!”, ela ainda completa. “Feliz Dia das Crianças!”. Linda demais! Confira o recado completo abaixo. * Leia também: Mãe de Alice conta que pagou a língua com a maneira de vestir a filha Mãe de Alice mostra decoração do quarto novo da filha Mãe de Alice conta como é a filha durante gravações dos vídeos de sucesso Powered by JMS Comunicação",0,12185
16812,"Foto de camponesa viraliza por semelhança com Trump: ""É a cor do cabelo"". Dolores Leis Antelo é uma camponesa com uma vida tranquila na zona rural da Galícia, noroeste da Espanha. Na quinta-feira (19), porém, após dar uma entrevista a uma jornalista local, se tornou um rosto conhecido.
A sua foto tirada pela jornalista Paula Vázquez, que escreve para ""La Voz de Galícia.
 viralizou ao ser publicada no Instagram da repórter. Isso porque os seguidores de Vázquez notaram uma semelhança entre Dolores e o presidente norte-americano, Donald Trump.
Na última semana, a imagem de Dolores levando uma enxada sobre os ombros em uma plantação de batatas recebeu mais de 4.000 curtidas na rede social e foi reproduzida por revistas de renome, como a americana ""Newsweek"".
Joshua Roberts/Reuters  Donald e Melania Trump plantam uma árvore ao lado do casal francês Emmanuel e Brigitte Macron
""Um é líder mundial e se senta na Casa Branca, a outra vive em uma casa humilde na Espanha rural, mas são tão parecidos como se fossem gêmeos separados ao nascer.
 escreve a revista, que vai além ao elencar as diferenças entre os dois. ""Se trocar a enxada por um taco de golfe, Antelo poderia facilmente se passar por Donald Trump admirando uma tacada em seu campo de golfe em Palm Beach Florida.""
""Querida, a minha foto está indo bem longe. Diria que é por conta da cor do cabelo.
 disse a galega ao receber a notícia de Vázquez sobre o sucesso da imagem, brincando com a tintura amarelada usada por Trump. Na foto, os cabelos de Dolores aparecem mais esbranquiçados que o do presidente.
""Quem dera fossemos da família de Donald Trump.
 brincou também sua filha, Ana, como relatou a jornalista.
Dolores não acompanha o furor da internet: não está nas redes sociais, nem sequer tem celular. ""Elas [minhas filhas] dizem que vou ser famosa por conta da foto, mas disso não entendo nada.""",0,16812
15062,"O Natal da cantora Anitta foi bem animado. Em vídeos compartilhados nas redes sociais, a artista é vista dançando enquanto usa um biquíni fio dental na cor vermelha, ao som da música ‘Eu não vou embora’, resultado de uma parceria com o MC G15 e DJ Zullu. Anitta aproveitou a data ao lado de amigos e parentes no Rio de Janeiro. Siga o BOL Enviar",0,15062
3380,"Saiu a musica da campanha do Lula pra 2018 kkkkk, Mc Jef😂😂",0,3380
14188,"Texto em que o autor apresenta e defende suas ideias e opiniões, a partir da interpretação de fatos e dados. Renato Mauricio Prado é jornalista e trabalhou no Globo, Placar, Extra, Rádio Globo, CBN, Rede Globo, SporTV e Fox Sports. Assina atualmente uma coluna diária no Jornal do Brasil. A primeira Copa que cobriu in loco foi a da Argentina, em 1978. Enviar Siga UOL Esporte Enviar",0,14188
14393,"A rede de lojas de brinquedos Ri Happy vai dar um dia de folga aos cerca de 3.400 funcionários a partir desta sexta (28). Diz que é para os trabalhadores terem um tempo livre para brincar com os familiares. A empresa afirma que a ação é importante neste ano por causa dos efeitos do isolamento social na pandemia, mas pretende repetir nos próximos anos, sempre em homenagem ao Dia Internacional do Brincar, que também vai ter ações de descontos em produtos para clientes. As folgas serão em dias alternados e, portanto, nenhuma loja será fechada, segundo a empresa. com Mariana Grazini e Andressa Motter",0,14393
16422,"Notícias
Esportes
Entretenimento
Especiais Especial Serra Talhada
Vem que tem São João em Arcoverde Agreste
Litoral
Sertão
Zona da Mata TV Jornal Interior
Rádio Jornal Caruaru
Rádio Jornal Garanhuns
Rádio Jornal Petrolina
Rádio Jornal Pesqueira
Rádio Jornal Limoeiro Nas imagens ele está sendo preparado para uma endoscopia. O cantor e vereador morreu no sábado (20) de Covid-19. Após a morte do vereador de Salvador e cantor Irmão Lázaro (PL), de 54 anos, por complicações da Covid-19 um vídeo começou a circular nas redes sociais. Nas imagens, uma enfermeira aparece ao lado dele cantando a canção 'Com muito louvor'. Rapidamente começaram a supor que este seria, supostamente, o momento em que Lázaro estaria sendo internado no Hospital São Matheus, antes de ser entubado após ter sido diagnosticado com a Covid-19.O vídeo trouxe forte emoção ao público. No entanto, de acordo Nau Santana, que era assessor do Irmão Lázaro, as imagens não têm nenhuma relação com o momento do internamento do cantor, nem os momentos anteriores à sua entubação.“Nesse vídeo ele estava se preparando para uma endoscopia, em dezembro do ano passado. Procedimento que fazia todo ano”, esclareceu o assessor. Ainda, segundo Nau, o momento é muito difícil. ""Deixei o meu melhor amigo no cemitério ontem. Só vem essa imagem na mente”, disse.VejaInternaçãoIrmão Lázaro começou a apresentar os primeiros sintomas da Covid-19 no dia 15 de fevereiro. No dia 22 de fevereiro, precisou ser internado em um leito clínico do Hospital São Matheus, em Feira de Santana. Porém, no dia 25, ele teve agravamento do quadro de saúde e precisou ser entubado. Na última sexta-feira (19), o cantor gospel sofreu uma parada cardiorrespiratória e não resistiu.VelórioComo os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. Rapidamente começaram a supor que este seria, supostamente, o momento em que Lázaro estaria sendo internado no Hospital São Matheus, antes de ser entubado após ter sido diagnosticado com a Covid-19.O vídeo trouxe forte emoção ao público. No entanto, de acordo Nau Santana, que era assessor do Irmão Lázaro, as imagens não têm nenhuma relação com o momento do internamento do cantor, nem os momentos anteriores à sua entubação.“Nesse vídeo ele estava se preparando para uma endoscopia, em dezembro do ano passado. Procedimento que fazia todo ano”, esclareceu o assessor. Ainda, segundo Nau, o momento é muito difícil. ""Deixei o meu melhor amigo no cemitério ontem. Só vem essa imagem na mente”, disse.VejaInternaçãoIrmão Lázaro começou a apresentar os primeiros sintomas da Covid-19 no dia 15 de fevereiro. No dia 22 de fevereiro, precisou ser internado em um leito clínico do Hospital São Matheus, em Feira de Santana. Porém, no dia 25, ele teve agravamento do quadro de saúde e precisou ser entubado. Na última sexta-feira (19), o cantor gospel sofreu uma parada cardiorrespiratória e não resistiu.VelórioComo os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. Rapidamente começaram a supor que este seria, supostamente, o momento em que Lázaro estaria sendo internado no Hospital São Matheus, antes de ser entubado após ter sido diagnosticado com a Covid-19.O vídeo trouxe forte emoção ao público. No entanto, de acordo Nau Santana, que era assessor do Irmão Lázaro, as imagens não têm nenhuma relação com o momento do internamento do cantor, nem os momentos anteriores à sua entubação.“Nesse vídeo ele estava se preparando para uma endoscopia, em dezembro do ano passado. Procedimento que fazia todo ano”, esclareceu o assessor. Ainda, segundo Nau, o momento é muito difícil. ""Deixei o meu melhor amigo no cemitério ontem. Só vem essa imagem na mente”, disse.VejaInternaçãoIrmão Lázaro começou a apresentar os primeiros sintomas da Covid-19 no dia 15 de fevereiro. No dia 22 de fevereiro, precisou ser internado em um leito clínico do Hospital São Matheus, em Feira de Santana. Porém, no dia 25, ele teve agravamento do quadro de saúde e precisou ser entubado. Na última sexta-feira (19), o cantor gospel sofreu uma parada cardiorrespiratória e não resistiu.VelórioComo os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. O vídeo trouxe forte emoção ao público. No entanto, de acordo Nau Santana, que era assessor do Irmão Lázaro, as imagens não têm nenhuma relação com o momento do internamento do cantor, nem os momentos anteriores à sua entubação.“Nesse vídeo ele estava se preparando para uma endoscopia, em dezembro do ano passado. Procedimento que fazia todo ano”, esclareceu o assessor. Ainda, segundo Nau, o momento é muito difícil. ""Deixei o meu melhor amigo no cemitério ontem. Só vem essa imagem na mente”, disse.VejaInternaçãoIrmão Lázaro começou a apresentar os primeiros sintomas da Covid-19 no dia 15 de fevereiro. No dia 22 de fevereiro, precisou ser internado em um leito clínico do Hospital São Matheus, em Feira de Santana. Porém, no dia 25, ele teve agravamento do quadro de saúde e precisou ser entubado. Na última sexta-feira (19), o cantor gospel sofreu uma parada cardiorrespiratória e não resistiu.VelórioComo os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. “Nesse vídeo ele estava se preparando para uma endoscopia, em dezembro do ano passado. Procedimento que fazia todo ano”, esclareceu o assessor. Ainda, segundo Nau, o momento é muito difícil. ""Deixei o meu melhor amigo no cemitério ontem. Só vem essa imagem na mente”, disse.VejaInternaçãoIrmão Lázaro começou a apresentar os primeiros sintomas da Covid-19 no dia 15 de fevereiro. No dia 22 de fevereiro, precisou ser internado em um leito clínico do Hospital São Matheus, em Feira de Santana. Porém, no dia 25, ele teve agravamento do quadro de saúde e precisou ser entubado. Na última sexta-feira (19), o cantor gospel sofreu uma parada cardiorrespiratória e não resistiu.VelórioComo os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. Irmão Lázaro começou a apresentar os primeiros sintomas da Covid-19 no dia 15 de fevereiro. No dia 22 de fevereiro, precisou ser internado em um leito clínico do Hospital São Matheus, em Feira de Santana. Porém, no dia 25, ele teve agravamento do quadro de saúde e precisou ser entubado. Na última sexta-feira (19), o cantor gospel sofreu uma parada cardiorrespiratória e não resistiu.VelórioComo os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. Como os exames não detectaram mais a presença do vírus, o corpo do Irmão Lázaro pôde ser velado em um cemitério na Bahia, na manhã de sábado (20), em um local separado por vidros da ala dos familiares e amigos, como forma de precaução. O velório ocorreu seguindo aos protocolos de segurança. O corpo foi sepultado no Cemitério Jardim da Saudade, em SalvadorCarreira artística e políticaIrmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica. Irmão Lázaro foi eleito vereador de Salvador em 2020 com 4.273 votos. Ele foi deputado federal entre 2015 e 2018. Antes de ingressar na carreira política, ele fez parte do grupo Olodum nos anos 90, mas decidiu seguir carreira de cantor gospel após se converter à religião evangélica.",0,16422
2655,"Lembram da Cabo da PMESP KÁTIA SASTRE que mandou um vagabundo pro saco no dia das mães em frente à escola da filha???
NOVA DEPUTADA FEDERAL ELEITA POR SÃO PAULO
👏🏻👏🏻👏🏻🇧🇷🇧🇷🇧🇷👮♂👮🏻♀",0,2655
11112,"Nada de milho, vinagrete, maionese e, principalmente, purê e batata palha. Nos cachorros-quentes feitos pela Nathan's Famous, entram só salsicha e mostarda –embora ketchup, chucrute, bacon e queijos também sejam permitidos. Mas nada além disso. Firme como referência quando o assunto é pão e salsicha, a marca inaugurada em 1916 em Coney Island, praia ao sul do Brooklyn nova-iorquino, é uma das mais antigas lanchonetes de hot dog em atividade no mundo, além de promover uma famosa competição internacional para comedores do lanche. Após alcançar a marca de mais de 80 mil pontos de venda espalhados por 14 países, a empresa americana chega ao Brasil. Embora a chegada ao país faça parte de uma estratégia de expansão global da marca, a inauguração foi discreta. Por enquanto, há uma cozinha, em São Paulo, exclusiva para o delivery. ""Estamos em uma espécie de soft opening"", comenta Alê Flit, responsável por trazer a Nathan's para o Brasil. ""Ainda não temos as embalagens nem as batatas. Mas, como já tínhamos os pães e as salsichas, começamos a venda online"", conta. Cachorros-quentes do menu da Nathan's no Brasil. Nathan's Coney Island tem chucrute e mostarda (R$ 19,90). Cachorro-quente simples da Nathan's: só mostarda e ketchup (R$ 18). O corn dog da Nathan's Famous traz a salsicha empanada em massa de milho (R$ 18). Alê Flit, responsável por trazer a Nathan's ao Brasil. Por isso, já é possível encontrar a loja em aplicativos como iFood e Rappi. Até o fim do mês, a Nathan's brasileira deve ganhar um quiosque na região dos Jardins para oferecer retiradas. Mas a ideia é transformar o negócio em rede, com menu e lojas como as dos Estados Unidos. O cardápio completo do restaurante tem hambúrgueres, sanduíches de frango frito e milk-shakes. À frente da BBQ Company, misto de restaurante e açougue premium, Flit considera que as salsichas são o principal diferencial da casa. ""É uma salsicha de produção própria, 100% de carne bovina, que deve ser feita na chapa. Muito diferente do que a gente encontra aqui"", explica. A receita é a mesma da Nathan's americana, com mais de cem anos de história. Em tempo: logo o produto também ganhará versão vegana, kosher e halal. Mas nada de cachorros-quentes com purê e batata palha. ""Talvez a gente faça alguma brincadeira com isso em algum momento, mas não será nada fixo"", diz Flit. Participantes do famoso Concurso Internacional de Comer Cachorro-Quente de Nathan em Coney Island, no Brooklyn, Nova York, EUA. Joey Chestnut comemora vitória em concurso de quem come mais cachorro-quente, organizado todos os anos em Nova York. Concurso de quem come mais cachorro-quente atrai multidão em Nova York. Concurso de quem come mais cachorro-quente atrai multidão em Nova York. Joey Chestnut devora cachorro-quente em concurso em Nova York. Joey Chestnut devora cachorro-quente em concurso em Nova York . Joey Chestnut devora cachorro-quente em concurso em Nova York. Concurso de quem come mais cachorro-quente atrai multidão em Nova York. Joey Chestnut devora cachorro-quente em concurso em Nova York. George Shea apresenta o Concurso de quem come mais cachorro-quente atrai multidão em Nova York. Miki Sudo devora cachorro-quente em concurso em Nova York. Miki Sudo recebe cinturão de campeã em concurso de quem come mais cachorros-quentes . Concurso de quem come mais cachorro-quente atrai multidão em Nova York. Miki Sudo devora cachorro-quente em concurso em Nova York. Miki Sudo devora cachorro-quente em concurso em Nova York. Miki Sudo devora cachorro-quente em concurso em Nova York. Mesmo em versão reduzida, o menu já apresenta o cartão de visitas da Nathan's ao público brasileiro. As dicas são o Nathan's Coney Island –pão de leite, salsicha, mostarda e chucrute–, que custa R$ 19,90. Outra opção é o Corn Dog –salsicha empanada na massa de milho–, por R$ 18. Mas há concessões ao país. Exclusivo no Brasil, o lanche com Catupiry e bacon custa R$ 25. ""Vamos fazer os lançamentos dos produtos em etapas. Começamos com os 'dogs', daqui a pouco chegam as batatas crinkles"", explica Flit. ""A brincadeira só começou.""",0,11112
6215,"PRESIDENTE 1⃣7⃣
SENADOR  1⃣8⃣0⃣
SENADOR  4⃣5⃣5⃣
GOVERNADOR 2⃣0⃣
DEP FEDERAL 1⃣0⃣0⃣0⃣
DEP ESTADUAL 1⃣7⃣0⃣0⃣0⃣",0,6215
2714,Este é o whatsapp da Folha vamos enviar pra todos os contatos dizendo que fazemos campanha de graça pra Bolsonaro. É SUPER IMPORTANTE QUE NESTA RETA FINAL FIQUEMOS MOBILIZADOS VAMOS  PRA CIMA,0,2714
13497,"Anitta parece realmente estar livre, leve e solta. Além de trocar beijos com Neymar durante o Carnaval, a cantora tem circulado com o bicampeão de surfe Gabriel Medina, amigo do craque. Um vídeo exibido hoje no ""Fofocalizando"", do SBT, feito por fãs, mostra os dois trocando carinhos durante um jantar em São Paulo. A gravação não deixa claro se Anitta realmente beijou Medina. Os dois jantaram no restaurante Jamie's Italian no Itaim Bibi, na zona oeste de São Paulo. Um fã que estava no local registrou o encontro e posou para fotos com os ídolos. Não é segredo para ninguém a amizade entre a cantora e o surfista, mas desde o Carnaval começaram a ficar mais fortes os rumores de um possível romance. Anitta e Gabriel Medina trocam carinhos em São Paulo Recentemente, em entrevista ao mesmo programa, Anitta disse que ""não se lembrar"" de ter ficado com o jogador de futebol. ""Não sei, amor, você também não esquece de alguma coisa na sua vida? Tem coisa que quero esquecer, então esqueço também. Realmente sou desapegada com essas coisas. Quando é coisa séria, aí não esqueço, mas se é zoeira não tô nem aí"", afirmou ela. Gabriel Medina e Anitta já estão circulando juntos desde o Carnaval de Salvador, quando ele participou do trio da cantora no Bloco das Poderosas. Após a passagem do bloco pelo circuito Barra-Ondina, Medina se divertiu com o ""parça"" Neymar no Camarote Salvador. A cantora e o surfista também dividiram a Sapucaí, chegando a frequentar a mesma festa. Anitta e Neymar ""causaram"" durante o Carnaval ao chegarem juntos à Marquês de Sapucaí e compartilharem um camarote. Só as fotos dos dois juntos já era combustível suficiente para incendiar a avenida por todo a festa, mas a coisa evoluiu: eles se beijaram em um espaço reservado do Nosso Camarote, onde também estava a ex do jogador, Bruna Marquezine. A cantora tentou despistar e disse no Instagram que não tinha ficado com ninguém no Carnaval. Marquezine chegou a sair do Instagram, mas reativou a conta na última sexta-feira. A festa na ocasião não acabou no Sambódromo: o bonde dos dois (incluindo Gabriel Medina) seguiu para a casa de Anitta, para um animado after. Enviar Siga UOL TV e Famosos Enviar",0,13497
11386,"Lupa​: “Polícia militar batendo continência pra nós!! Show. #ForaDoria” FALSO Lupa MINUTO DE SIRENE Na tarde deste domingo (24), policiais militares de todo o Estado prestaram homenagem ao Soldado PM Lucas Alexandre Leite, que faleceu em serviço na noite anterior, em acidente de trânsito durante acompanhamento policial. pic.twitter.com/dvt1SjjrpE — POLÍCIA MILITAR – SP (@PMESP) May 25, 2020",0,11386
4878,"Mister Catra se foi com seus Funks, mas deixou essa pérola...",0,4878
1820,"TSE proibe enquetes 
Mas o brasileiro precisa ser estudado pela NASA.
🤣🤣🤣🤣🤣",0,1820
4722,"*A PAZ DO SENHOR.* 
 _Belém.01/09/2018._ 

 *""Não me envergonho do evangelho, porque é o poder de Deus para a salvação de todo aquele que crê: primeiro do judeu, depois do grego."" (Romanos 1:16)* 

Vivemos em uma época em que as pessoas se manifestam para todos os tipos de causas. Temos pessoas lutando pelos direitos dos animais, pelo meio ambiente. Temos pessoas defendendo estilos sexuais de vida perversos. Temos pessoas defendendo tudo o que se possa imaginar, mesmo se dispondo a morrer pela causa.

Não é hora de nós, como cristãos, defendermos aquilo que acreditamos?
É hora de nos manifestarmos e sermos notados.",0,4722
4159,"Bom dia!!!  O caminho de Deus é perfeito, e a palavra do Senhor refinada, e é o escudo de todos os que nele confiam.",0,4159
2650,"🔴🔴ATENÇÃO:🔴🔴

Quem tiver foto das atas com as irregularidades *registradas* enviar para flavio@almeidapaula.com.br o mais rápido possível",0,2650
14646,"Notícias em primeira mão dos bastidores do futebol, informações exclusivas sobre o seu time, novidades do mercado da bola e o melhor do jornalismo esportivo em um só lugar. Só para assinantes UOL! No Barcelona há o temor de que Lionel Messi - desfalque do time no jogo contra o Eibar, válido pela última rodada do Campeonato Espanhol - já tenha feito seu último jogo com a camisa da equipe. Enviar Siga UOL Esporte Enviar",0,14646
6258,"Deputados Estaduais AM (89,03% apurados)
1- Dra Mayara (PP)
2- Delegado Pericles (PSL)
3- Roberto Cidade (PV)
4- Joana Darc (PV)
5- Wilker Barreto (PHS)
6- Ricardo Nicolau (PSD)
7- Saullo Vianna (PPS)
8- Serafim Corrêa (PSB)
9- Dermilson Chagas (PP)
10- João Luiz (PRB)
11- Augusto Ferraz (DEM)
12- Belarmino Lins (PP)
13- Cabo Maciel (PR)
14- Josué Neto (PSD)
15- Adjunto Afonso (PDT)
16- Alessandra Campelo (MDB)
17- Sinesio Campos (PT)
18- Dr Gomes (PRP)
19- Prof.a Therezinha Ruiz (PSDB)
20- Miguel Carrate (PV)
21- Felipe Souza (PHS)
22- Major Fabio Huss (PSL)
23- Fausto Junior (PV)
24- Abdala (PODE)",0,6258
4857,"Segundo suspeito pelo ataque contra Jair Bolsonaro é preso em Minas Gerais - Política - Estadão ,segundo-suspeito-pelo-ataque-contra-jair-bolsonaro-e-preso-em-minas-gerais,70002491735	(Compartilhado via Armorfly Browser)",0,4857
4607,"*Filhos das Prostitutas* (sensacional e verídico)!!!

O sujeito se chama Marc Faber, e é norte-americano, ele é Analista de Investimentos e empresário. Em junho de 2008, quando o Governo Bush estudava lançar um projeto de ajuda à economia americana, Marc Faber encerrava seu clipping mensal com um comentário bem-humorado:
*""O Governo Federal está concedendo a cada um de nós uma bolsa de U$ 600,00.""*
*Se gastarmos esse dinheiro no supermercado Walt-Mart, esse dinheiro vai para a China.*
*Se gastarmos com gasolina, vai para os árabes.*
*Se comprarmos um computador, vai para a Índia.*
*Se comprarmos frutas e vegetais, irá para o México, Honduras e Guatemala.*
*Se comprarmos um bom carro, irá para a Alemanha ou Japão.*
*Se comprarmos bugigangas, irá para Taiwan....*
*E, nenhum centavo desse dinheiro ajudará a economia americana. O único meio de manter esse dinheiro na América é gastá-lo com prostitutas e cerveja, considerando que são os únicos bens ainda produzidos por aqui.* 
*Estou fazendo a minha parte...*
*(Marc Faber)*

Resposta de um brasileiro igualmente bem humorado:
*""Realmente a situação dos americanos parece cada vez pior. Lamento informar que, depois desse seu e-mail, a Budweiser foi comprada pela brasileira AmBev... portanto, restaram apenas as prostitutas. Porém, se elas (as prostitutas) repassarem parte da verba para seus filhos, o dinheiro virá para Brasília, onde existe a maior concentração de filhos da puta do mundo...*
*Abraços,*
*de um Brasileiro*",0,4607
5717,"Haddad falando bem do Moro, citando passagem da bíblia e usando a família em seus discursos. É impressão minha ou até ele vai votar no Bolsonaro?",0,5717
6179,"Agora o Lula sai da cadeia. Ontem Manaus parou com a grande manifestação da  senadora e candidata a reeleição - Vanessa Graziotim - em favor de Lula e do PT. 
Vejam o vídeo, é de arrepiar.",0,6179
5210,"Casamento em João pessoa dia 12 10 2018 e vejam o que os noivos aprontaram🤣🤣🤣
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,5210
2540,"Hoje Praça dos girassóis 17h melhor dia Para um grito de independência. ..

🇧🇷🇧🇷🇧🇷12345mil queremos Bolsonaro presidente do Brasil.🇧🇷🇧🇷🇧🇷👮♀👮♀👮♀👮♀",0,2540
3756,"*1aBrigada de Infantaria Paraquedista*
> _*Instruções Inciais*_

• Primeiramente, seja bem-vindo(a) a esta Brigada Virtual;

• Padronize seu NOME colocando o símbolo 🌐 e a sigla ""Cons"" antes de tudo e leia atentamente:

*PADRÃO:*

🌐 Cons. *NOME DE GUERRA (SOBRENOME)*

*EXEMPLO:*

  🌐 Cons. DeSanta
  🌐 Cons. Santos
  🌐 Cons. Venâncio
  🌐 Cons. Soares
  🌐 Cons. Ferrari

• Verifique se você está padronizado(a) com um Superior.",0,3756
5574,"Galera, boa tarde! Curtam nossa página lá! ❤
A JUVENTUDE FAZENDO A MUDANÇA!",0,5574
5746,"Joaquim Barbosa (@joaquimboficial) tweetou: Votar é fazer uma escolha racional. Eu, por exemplo, sopesei os aspectos positivos e os negativos dos dois candidatos que restam na disputa. Pela primeira vez em 32 anos de exercício do direito de voto, um candidato me inspira medo. Por isso, votarei   em Fernando Haddad.",0,5746
16824,"Carro com placa improvisada feita de caixa de pizza é flagrado nos EUA. Um departamento de polícia de Massachusetts, nos EUA, flagrou um carro com uma placa ""improvisada"" feita de papelão de uma caixa de pizza e com os números pintados com caneta hidrográfica.
O caso ocorreu em Hopkinton, e a polícia postou uma foto da placa do Buick Century de cor verde.
A polícia alertou os motoristas que usar placas improvisadas é ilegal. O nome do motorista infrator não foi divulgado.",0,16824
